v5_1_id,source_row,domain,feature,description,implementation_directive,source_checkbox,v5_1_phase,v5_1_priority,v5_1_repo,backend_status,frontend_status,integration_status,e2e_status,product_accessibility,overall_status,product_value,launch_dependency,technical_dependencies,risk,effort,missing,recommended_wave,evidence_backend,evidence_frontend,evidence_tests
V51-219,220,Infrastructure & qualité,SEO pages publiques,Metadata events/vendors/venues.,"OG, sitemap.",☐,MVP/Plan D,Critique,Tous,N/A,FRONTEND_PARTIAL,N/A,E2E_PARTIAL,USER_ACCESSIBLE,PARTIAL,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,M,Metadata and sitemap exist on key public pages; coverage is not systematic across placeholders/locales.,Public launch readiness,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-220,221,Infrastructure & qualité,Pages erreur,"404, 500, maintenance.",UX production.,☐,MVP/Plan D,Critique,Tous,N/A,FRONTEND_PARTIAL,N/A,E2E_PARTIAL,USER_ACCESSIBLE,PARTIAL,CRITICAL,BLOCKER,Deployment providers; required CI checks; deterministic automated suites,HIGH,M,"Dashboard and event detail error files exist, but global/public route coverage is incomplete.",Platform hardening,NestJS/Mongo/Cloudinary/Render configuration and test suites,Next.js/Vercel application and Playwright suites,Wave E full gate report; package scripts; no repository CI workflows
V51-221,222,IA - Foundation,Module AI NestJS,"Créer src/modules/ai avec providers, prompts, repositories et jobs BullMQ.","Implémenter ILLMProvider, OpenAI/AnthropicProvider, respecter DI et Repository Pattern.",☐,MVP,Critique,Backend,BACKEND_STUB,N/A,NOT_INTEGRATED,NO_TEST,INTERNAL_ONLY,PARTIAL,HIGH,DESIRABLE,AI product decision; callable use case; interaction/prompt schemas,LOW,M,NestJS AI module/controller/service exist only as empty shells.,AI roadmap decision,src/modules/ai is an empty module/controller/service shell; no interaction or prompt schemas,N/A,no AI foundation tests
V51-222,223,IA - Foundation,AIInteraction v2,"Tracer interactions IA, coûts, latence, feedback utilisateur.","Créer modèle Prisma avec status,errorMessage,costUsd,durationMs,userFeedback,indexes.",☐,MVP,Critique,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,AI product decision; callable use case; interaction/prompt schemas,MEDIUM,L,No AIInteraction schema or persistence exists.,AI roadmap decision,src/modules/ai is an empty module/controller/service shell; no interaction or prompt schemas,N/A,no AI foundation tests
V51-223,224,IA - Foundation,AIPromptTemplate,Gestion des prompts versionnés FR/EN.,Stocker templates actifs par feature/version avec seeds initiaux.,☐,MVP,Haute,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,AI product decision; callable use case; interaction/prompt schemas,MEDIUM,L,No prompt-template schema or repository exists.,AI roadmap decision,src/modules/ai is an empty module/controller/service shell; no interaction or prompt schemas,N/A,no AI foundation tests
V51-224,225,IA - Sécurité,AIInputGuardService,Protection des entrées envoyées aux LLM.,"Sanitize input, détecter prompt injection, anonymiser PII.",☐,MVP,Critique,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Callable AI boundary; input/output policy; rate-limit design,MEDIUM,L,No AI input guard exists.,AI roadmap decision,no AI input/output guard or AI-specific throttle on callable routes,N/A,no AI security tests
V51-225,226,IA - Sécurité,AIOutputValidatorService,Validation des sorties IA.,"Parser JSON, valider Zod schemas, filtrer données sensibles.",☐,MVP,Critique,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Callable AI boundary; input/output policy; rate-limit design,MEDIUM,L,No AI output validator exists.,AI roadmap decision,no AI input/output guard or AI-specific throttle on callable routes,N/A,no AI security tests
V51-226,227,IA - Sécurité,Rate limiting IA,Limiter consommation IA par utilisateur/offre.,"Utiliser Redis avec quotas par user, organization et feature.",☐,MVP,Haute,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Callable AI boundary; input/output policy; rate-limit design,MEDIUM,L,No callable AI route or AI-specific rate limit exists.,AI roadmap decision,no AI input/output guard or AI-specific throttle on callable routes,N/A,no AI security tests
V51-227,228,IA - Assistant Lite,Génération description événement,Assistant IA pour créer description publique optimisée.,Endpoint POST /ai/events/:id/description avec tracking AIInteraction.,☐,MVP,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,AI foundation and safety gates; provider selection,MEDIUM,L,No description-generation endpoint or UI exists.,AI roadmap decision,no callable AI endpoint,no AI generation controls,no tests
V51-228,229,IA - Assistant Lite,Génération tags événement,Créer automatiquement tags SEO événement.,"Endpoint POST /ai/events/:id/tags, retour tags validés.",☐,MVP,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,AI foundation and safety gates; provider selection,MEDIUM,L,No tag-generation endpoint or UI exists.,AI roadmap decision,no callable AI endpoint,no AI generation controls,no tests
V51-229,230,IA - Assistant Lite,Amélioration texte IA,Améliorer une description existante.,Endpoint POST /ai/events/:id/improve-text avec diff suggestion.,☐,MVP,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,AI foundation and safety gates; provider selection,MEDIUM,L,No AI text-improvement endpoint or UI exists.,AI roadmap decision,no callable AI endpoint,no AI generation controls,no tests
V51-230,231,IA - Analytics,Feedback génération IA,Mesurer acceptation des contenus générés.,PATCH /ai/interactions/:id/feedback ACCEPTED/REJECTED/EDITED.,☐,MVP,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,AI interaction/session persistence; privacy and retention decisions,MEDIUM,L,No generation-feedback model or UI exists.,AI roadmap decision,no AI feedback/session persistence,no AI feedback UI,no tests
V51-231,232,IA - Analytics,Session timing analytics,Mesurer temps économisé grâce à IA.,Créer POST /analytics/session-timing.,☐,MVP,Moyenne,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,AI interaction/session persistence; privacy and retention decisions,MEDIUM,L,No AI session timing analytics exists.,AI roadmap decision,no AI feedback/session persistence,no AI feedback UI,no tests
V51-232,233,Marketplace Matching,Business Priority Score,Ajouter pondération business au matching.,finalScore=compatibility*0.7+businessPriority*0.3.,☐,MVP,Haute,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Marketplace domain data quality; scoring policy and explainability,MEDIUM,L,No business-priority score exists.,AI roadmap decision,no scoring fields/services/cron,N/A,no tests
V51-233,234,Marketplace Matching,Vendor/Venue scoring fields,Préparer ranking marketplace.,"Ajouter subscriptionTier,responseRatePercent,profileCompletionPercent.",☐,MVP,Haute,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Marketplace domain data quality; scoring policy and explainability,MEDIUM,L,No vendor/venue AI scoring fields exist.,AI roadmap decision,no scoring fields/services/cron,N/A,no tests
V51-234,235,Marketplace Matching,Cron response rate,Calcul périodique fiabilité prestataires.,BullMQ job hebdomadaire recalculate-response-rates.,☐,MVP,Moyenne,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,MEDIUM,DESIRABLE,Marketplace domain data quality; scoring policy and explainability,MEDIUM,L,No response-rate scoring cron exists.,AI roadmap decision,no scoring fields/services/cron,N/A,no tests
V51-235,236,IA - Monitoring,Dashboard métriques IA,"Suivi coûts, tokens, adoption, erreurs.",Créer GET /admin/ai/metrics agrégé depuis AIInteraction.,☐,Phase 1.5,Haute,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,HIGH,DESIRABLE,Callable AI workloads; metrics schema; observability provider,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,no AI metrics collector/dashboard,N/A,no tests
V51-236,237,IA - Copilot,Création événement par prompt libre,Créer événement complet depuis demande utilisateur.,POST /ai/events/draft avec checklist et suggestions.,☐,Phase 1.5,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,HIGH,DESIRABLE,AI foundation; safe tool orchestration; product approval,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,no prompt-driven orchestration,no copilot UI,no tests
V51-237,238,IA - Copilot,Matching prestataires IA,Recommander vendors selon contexte événement.,Combiner règles métier puis embeddings Phase 2.,☐,Phase 1.5,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,HIGH,DESIRABLE,AI foundation; safe tool orchestration; product approval,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI,no prompt-driven orchestration,no copilot UI,no tests
V51-238,239,IA - Search,AIEmbedding flexible,Préparer recherche sémantique.,"Créer embeddingModel, dimensions, provider, migration pgvector.",☐,Phase 2,Moyenne,Backend,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,MEDIUM,POST-MVP,Search product scope; embedding model/storage decision; privacy controls,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI/Search,"no embedding model; runtime remains MongoDB/Mongoose, not pgvector",no semantic-search UI,no tests
V51-239,240,IA - Search,Semantic Search pgvector,Recherche intelligente events/vendors/venues.,Activer pgvector + index HNSW + BullMQ embeddings.,☐,Phase 2,Haute,API/Web,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,DEFERRED,HIGH,POST-MVP,Search product scope; embedding model/storage decision; privacy controls,LOW,XL,Planned capability is deferred in the current product.,Phase 2 — AI/Search,"no embedding model; runtime remains MongoDB/Mongoose, not pgvector",no semantic-search UI,no tests
V51-240,241,Qualité IA,Prompt Regression Tests,Tester stabilité prompts IA.,Créer tests/prompts fixtures snapshots schemas Zod CI.,☐,MVP,Haute,Tests,BACKEND_ABSENT,FRONTEND_ABSENT,NOT_INTEGRATED,NO_TEST,NOT_ACCESSIBLE,ABSENT,HIGH,DESIRABLE,Versioned prompts; deterministic evaluation set; AI provider test strategy,MEDIUM,L,No prompt regression suite exists.,AI roadmap decision,no prompt regression harness,N/A,no tests
